Recency,Frequency,Monetary,Cluster
23,3,1329.75,0
459,2,805.35,0
169,1,96.87,0
61,1,152.94,0
52,5,1610.57,0
260,3,786.88,0
511,1,126.96000000000001,0
382,1,288.64,0
66,7,4426.775,1
377,3,962.2,0
16,15,4426.775,1
266,3,894.56,0
176,1,15.0,0
44,15,4426.775,1
409,3,357.89,0
50,1,679.63,0
16,6,1025.5,0
377,1,735.5500000000001,0
422,1,336.61,0
437,2,789.55,0
8,12,4426.775,1
73,14,1583.9,0
590,1,153.24,0
70,2,585.2,0
437,1,700.08,0
352,1,944.74,0
2,10,3403.58,1
116,1,411.7,0
647,2,270.09000000000003,0
372,1,583.3,0
196,3,2006.39,0
176,3,955.04,0
733,1,145.44,0
99,3,817.49,0
20,9,4426.775,1
724,1,232.25,0
71,3,1960.86,0
339,3,978.78,0
5,8,4330.19,1
30,3,1015.09,0
645,1,176.9,0
476,2,325.15000000000003,0
169,5,793.4100000000001,0
469,1,107.0,0
461,1,136.31,0
464,4,1776.85,0
681,1,7.5,0
121,5,1111.93,0
21,15,4422.0,1
476,1,126.05000000000001,0
9,4,1241.88,0
625,4,1285.3700000000001,0
268,1,298.01,0
22,7,970.85,0
476,1,193.65,0
429,3,1373.33,0
736,1,107.33,0
126,1,233.22,0
25,7,4426.775,1
694,1,373.12,0
138,1,361.21999999999997,0
213,7,1129.64,0
428,3,1158.8,0
37,7,60.480000000000004,0
105,2,696.77,0
413,2,444.33,0
17,2,601.92,0
431,1,165.9,0
2,2,261.38,0
389,3,1361.95,0
330,2,377.01,0
63,13,4426.775,1
119,5,2001.72,0
34,1,322.3,0
217,1,404.40000000000003,0
171,6,4426.775,1
71,7,600.2,0
0,2,321.85,0
195,2,242.01,0
127,3,419.98,0
46,12,3275.2000000000003,1
5,16,4426.775,1
13,16,4426.775,1
562,1,310.83,0
427,4,1518.67,0
17,7,549.93,0
431,6,1173.0,0
27,11,1936.72,0
7,16,1295.46,0
491,1,266.95,0
551,7,2595.8,1
420,4,2727.74,1
36,1,148.15,0
156,1,207.35,0
283,1,105.45,0
106,3,1474.77,0
24,7,3315.06,1
74,4,269.41,0
15,3,629.9,0
157,4,841.52,0
43,2,1103.09,0
384,1,220.17,0
10,11,3314.89,1
31,8,1610.61,0
290,1,35.15,0
20,9,2178.28,0
332,13,3214.61,1
17,2,494.44,0
3,16,4426.775,1
62,5,1084.57,0
374,1,393.6,0
197,6,415.87,0
32,4,838.17,0
0,5,2898.05,1
6,16,1661.25,0
4,6,3381.26,1
9,4,844.3100000000001,0
31,6,931.88,0
52,1,105.36000000000001,0
11,2,656.39,0
17,15,2604.68,1
18,4,1459.48,0
36,3,1338.68,0
1,3,620.9,0
17,7,2573.32,1
81,4,1205.41,0
448,1,150.0,0
32,5,1304.96,0
381,2,308.49,0
65,5,1635.15,0
469,2,104.0,0
8,2,911.39,0
266,2,143.1,0
246,3,362.95,0
3,4,2118.22,0
60,1,561.83,0
395,2,248.55,0
407,2,279.59,0
74,7,2835.2,1
89,4,1308.82,0
59,5,1014.91,0
28,3,1055.55,0
322,5,838.71,0
653,1,186.05,0
52,4,1113.57,0
536,3,418.90000000000003,0
400,4,1070.51,0
269,3,749.0,0
1,16,4426.775,1
56,5,1037.81,0
60,14,3389.7400000000002,1
475,1,137.8,0
627,1,107.63,0
153,2,1420.79,0
18,3,596.79,0
94,9,2875.2799999999997,1
0,16,4426.775,1
264,2,478.05,0
311,1,177.5,0
69,1,401.45,0
301,2,89.69999999999999,0
18,3,529.9300000000001,0
12,14,2661.45,1
590,1,231.93,0
35,12,4426.775,1
733,1,75.96000000000001,0
18,4,906.84,0
53,5,632.65,0
56,2,515.83,0
21,5,536.21,0
43,3,709.24,0
26,9,2637.4,1
492,1,35.7,0
44,5,1002.53,0
112,8,1241.17,0
395,1,44.34,0
375,3,458.32,0
16,16,4426.775,1
24,1,329.40999999999997,0
190,2,400.76,0
301,1,292.4,0
1,10,1870.2,0
262,2,233.56,0
413,3,646.57,0
105,1,64.95,0
56,7,1016.69,0
212,3,623.91,0
63,1,160.44,0
27,2,380.92,0
28,12,2517.53,1
511,3,838.95,0
667,3,328.34,0
380,2,301.25,0
5,5,786.1,0
721,1,300.90000000000003,0
7,6,3809.93,1
66,5,1009.68,0
1,5,865.38,0
520,1,45.629999999999995,0
45,16,3514.73,1
33,4,594.83,0
0,2,59.06,0
135,3,712.24,0
197,2,357.37,0
197,2,689.04,0
149,3,1365.39,0
87,3,1010.7,0
630,2,332.17,0
530,2,241.56,0
44,4,30.950000000000003,0
63,11,4133.93,1
98,13,4426.775,1
217,1,179.11,0
2,16,4426.775,1
729,1,69.18,0
27,3,800.23,0
177,3,1497.45,0
73,3,120.0,0
20,4,1382.03,0
19,3,1217.84,0
420,2,728.21,0
33,15,3450.69,1
508,7,788.9399999999999,0
73,3,776.28,0
23,5,804.37,0
51,11,2406.16,1
274,4,1147.08,0
433,2,645.0,0
164,4,466.38,0
6,7,1847.1000000000001,0
87,4,442.75,0
431,1,335.85,0
63,11,4287.0,1
24,3,318.94,0
9,2,293.13,0
75,1,639.74,0
681,1,416.06,0
15,1,197.31,0
191,1,118.2,0
173,2,391.8,0
76,5,2169.2400000000002,0
537,1,134.36,0
576,2,195.7,0
32,3,385.25,0
379,2,225.7,0
435,1,205.41000000000003,0
46,2,1499.04,0
540,1,381.96,0
79,7,1824.21,0
296,1,787.38,0
2,3,612.26,0
8,6,2213.18,1
49,16,4426.775,1
160,2,100.52,0
359,8,2442.85,1
4,9,671.76,0
382,1,1149.43,0
619,2,210.5,0
106,11,3480.11,1
24,1,480.87,0
31,1,145.8,0
19,2,90.30000000000001,0
571,1,150.31,0
629,1,235.85,0
296,1,304.5,0
371,6,1972.2,0
21,6,1701.88,0
4,4,874.59,0
51,10,3074.79,1
29,1,101.69999999999999,0
276,1,162.25,0
60,4,903.12,0
24,4,482.56,0
185,6,2415.17,1
414,3,1056.58,0
435,2,386.86,0
1,16,4426.775,1
445,2,295.09000000000003,0
1,16,4426.775,1
171,2,618.11,0
80,2,1236.48,0
3,1,223.05,0
189,4,1928.8,0
667,1,45.9,0
21,11,2160.68,0
17,5,580.5,0
18,3,1036.71,0
641,1,534.6,0
4,3,906.01,0
109,1,499.52000000000004,0
640,1,23.35,0
540,3,359.07,0
2,10,3490.5099999999998,1
413,1,226.70000000000002,0
734,1,388.0,0
53,2,257.32,0
591,1,279.4,0
519,4,314.75,0
164,2,478.17,0
290,5,3524.29,1
545,1,107.19,0
598,1,24.9,0
9,16,4426.775,1
108,16,4426.775,1
95,7,1679.58,0
242,2,424.64,0
162,16,4426.775,1
41,8,2721.37,1
34,6,1529.25,0
66,16,4426.775,1
23,2,245.35,0
0,16,4426.775,1
396,1,183.85,0
26,8,2853.5,1
5,2,509.12,0
476,1,223.85999999999999,0
53,6,2984.94,1
568,1,87.8,0
363,4,496.90000000000003,0
14,5,471.63,0
193,2,674.83,0
427,2,392.4,0
2,5,1030.12,0
14,16,4426.775,1
26,10,4070.29,1
126,3,968.05,0
84,2,638.46,0
70,3,1288.43,0
419,2,530.37,0
666,1,374.0,0
625,1,156.6,0
425,1,262.2,0
182,1,105.84,0
112,1,198.33,0
373,2,531.4,0
79,5,2274.05,1
593,2,341.59,0
248,3,1293.15,0
231,1,187.85,0
385,4,1243.08,0
70,4,612.36,0
400,2,516.2,0
68,1,213.5,0
3,16,4426.775,1
50,8,934.64,0
74,1,168.44,0
60,5,1781.73,0
15,4,558.53,0
3,1,70.7,0
285,1,145.04999999999998,0
385,1,171.0,0
3,13,2025.28,0
40,3,627.34,0
35,2,743.99,0
74,2,474.55,0
562,2,404.4,0
723,1,11.34,0
403,2,331.41,0
17,16,4426.775,1
453,2,1152.79,0
14,7,4426.775,1
218,1,75.66,0
185,6,1662.67,0
32,9,3170.5,1
69,1,616.79,0
182,3,1147.04,0
625,1,278.8,0
14,2,435.52,0
235,1,120.35,0
30,5,2244.0299999999997,1
263,4,1842.42,0
3,6,1675.93,0
51,4,603.83,0
543,1,199.85,0
245,4,961.36,0
80,2,688.31,0
274,5,1616.71,0
0,16,3506.54,1
78,1,292.91,0
29,7,2297.85,1
73,2,393.43,0
406,1,106.80000000000001,0
481,7,1825.65,0
485,2,406.4,0
16,6,2683.75,1
222,6,1551.39,0
406,1,473.0,0
437,4,2563.54,1
31,4,1021.24,0
22,15,2220.9,1
30,4,1661.18,0
397,1,179.4,0
105,2,512.8100000000001,0
4,3,984.45,0
245,2,889.86,0
177,2,828.88,0
735,1,160.39,0
448,1,443.52,0
169,4,494.43,0
42,3,662.9499999999999,0
519,1,268.88,0
71,7,1816.93,0
586,1,136.2,0
58,16,4426.775,1
15,2,1170.81,0
140,8,1569.1200000000001,0
17,13,4426.775,1
21,16,4426.775,1
9,4,884.59,0
367,6,770.35,0
188,1,30.93,0
15,7,919.03,0
539,4,809.98,0
393,1,150.85,0
728,1,44.55,0
568,1,98.7,0
361,1,108.4,0
18,2,220.53,0
67,2,532.93,0
14,13,808.24,0
23,3,1313.25,0
16,16,4426.775,1
27,3,388.74,0
1,16,4426.775,1
678,1,183.93,0
54,2,316.71,0
441,2,498.86,0
33,6,2128.61,0
410,2,835.02,0
2,12,2958.39,1
365,3,696.81,0
42,3,680.3,0
72,7,1629.16,0
4,5,741.36,0
533,1,308.85,0
3,16,4426.775,1
60,2,310.65,0
46,16,4426.775,1
390,1,149.07999999999998,0
0,4,1210.7,0
75,2,358.5,0
71,4,330.53000000000003,0
417,2,141.48000000000002,0
255,4,272.85,0
68,5,1130.54,0
722,1,65.4,0
561,2,183.56,0
134,4,642.3000000000001,0
240,1,103.35,0
226,2,319.95,0
379,7,844.82,0
8,16,4426.775,1
8,16,4426.775,1
414,4,962.08,0
617,2,635.86,0
0,16,4426.775,1
36,3,480.6,0
399,4,511.24,0
45,1,631.03,0
84,14,4426.775,1
18,16,4426.775,1
2,9,1867.49,0
8,13,3993.3,1
18,16,4426.775,1
218,4,1277.8,0
77,2,301.94,0
266,3,617.7,0
23,14,4426.775,1
368,5,3415.7000000000003,1
14,14,3680.27,1
25,3,621.99,0
261,1,292.47,0
16,16,4426.775,1
90,4,1001.77,0
404,1,147.35,0
301,14,1795.26,0
25,7,2060.3,0
363,4,1387.77,0
45,4,1010.17,0
37,16,4426.775,1
51,3,699.6899999999999,0
647,1,174.05,0
31,4,3898.14,1
529,1,259.68,0
51,3,589.66,0
78,14,4426.775,1
505,5,2729.9500000000003,1
52,2,78.3,0
297,1,3.75,0
176,2,753.38,0
394,1,231.36,0
624,1,172.16,0
46,14,1437.86,0
28,14,4115.32,1
10,7,1230.35,0
86,16,4426.775,1
4,16,4426.775,1
37,2,781.89,0
17,14,3637.33,1
590,2,2702.42,1
44,5,541.63,0
30,1,496.01,0
372,1,245.4,0
57,1,221.42000000000002,0
371,16,4426.775,1
113,7,2776.63,1
214,7,1257.82,0
318,2,269.85,0
64,1,312.32,0
7,3,744.77,0
429,1,228.0,0
96,1,255.03,0
19,3,1434.48,0
198,2,798.85,0
3,13,2757.15,1
293,2,421.43,0
272,2,1124.9,0
30,15,4426.775,1
47,9,1465.4,0
259,4,1037.25,0
57,9,1818.48,0
32,10,3727.09,1
422,3,2840.0,1
56,3,377.2,0
67,8,1525.79,0
9,16,2823.39,1
59,2,612.4,0
79,5,1226.81,0
73,2,243.94,0
1,16,4426.775,1
99,3,583.45,0
371,2,880.35,0
9,16,4426.775,1
436,1,391.05,0
19,5,895.63,0
409,1,519.0,0
393,1,19.439999999999998,0
397,4,987.63,0
122,5,1930.1,0
7,1,80.8,0
3,6,1536.71,0
28,15,3842.23,1
281,5,595.61,0
56,1,241.84,0
0,15,2028.08,0
364,3,2459.64,1
88,1,305.62,0
392,5,1743.54,0
553,3,750.61,0
431,2,474.58,0
10,1,1104.5,0
162,4,1446.23,0
678,2,582.61,0
64,1,332.3,0
22,3,509.59000000000003,0
173,5,1049.39,0
102,4,757.99,0
142,6,2064.63,0
98,2,268.42,0
22,9,1724.43,0
191,2,749.84,0
4,2,502.71999999999997,0
360,4,2189.51,0
7,10,1614.8,0
13,16,4426.775,1
453,2,395.67,0
102,4,416.16,0
2,13,2617.7400000000002,1
10,11,3240.7,1
464,2,142.03,0
95,1,461.27000000000004,0
381,1,88.2,0
685,1,172.96,0
226,7,2196.85,0
15,3,662.84,0
38,5,1440.51,0
50,1,331.95,0
392,5,284.99,0
92,2,121.0,0
156,2,497.87,0
38,4,1193.29,0
564,1,91.8,0
183,5,361.40999999999997,0
0,6,2048.59,0
227,2,886.21,0
127,6,1456.6100000000001,0
39,4,730.67,0
30,11,2829.44,1
196,4,925.56,0
8,16,4426.775,1
602,2,137.85,0
36,12,3910.21,1
100,3,1190.49,0
42,16,4426.775,1
562,2,607.44,0
617,1,246.18,0
49,3,828.85,0
42,2,576.5400000000001,0
52,4,1409.62,0
186,1,114.77,0
333,1,328.63,0
3,3,333.63,0
9,2,108.46000000000001,0
416,2,1352.79,0
23,2,315.8,0
14,3,357.59000000000003,0
442,1,340.05,0
368,10,4426.775,1
144,7,1600.35,0
452,3,1171.92,0
59,5,875.32,0
546,4,598.02,0
30,3,971.28,0
433,2,345.9,0
401,1,125.19,0
140,3,183.24,0
689,1,76.74000000000001,0
393,3,357.19,0
22,4,790.47,0
468,1,438.51,0
21,6,2694.7400000000002,1
76,6,445.26,0
4,12,4426.775,1
378,1,214.29,0
66,11,3974.4900000000002,1
403,1,135.01,0
11,6,832.37,0
83,1,13.3,0
30,8,1628.69,0
66,1,19.439999999999998,0
66,3,671.97,0
186,16,2087.79,0
37,4,958.4,0
14,4,681.24,0
455,1,134.0,0
34,3,644.62,0
400,3,365.8,0
194,6,2362.19,1
476,3,193.61,0
1,11,1981.64,0
0,7,673.76,0
366,2,386.27,0
501,3,1188.56,0
64,5,1085.32,0
554,1,94.45,0
298,2,259.23,0
25,5,979.61,0
7,8,1597.98,0
16,3,848.91,0
728,1,170.71,0
115,1,1446.65,0
28,3,1042.83,0
3,16,4426.775,1
4,16,4426.775,1
81,7,1278.71,0
28,9,1623.7,0
721,1,252.59,0
71,1,297.06,0
3,8,1437.51,0
635,2,252.8,0
28,15,4238.96,1
289,3,245.51,0
35,1,184.86,0
8,11,719.63,0
23,4,1083.9,0
276,2,1442.53,0
49,16,3100.29,1
155,16,4426.775,1
410,1,307.2,0
60,3,395.12,0
572,1,590.23,0
11,16,4426.775,1
20,3,833.25,0
539,1,123.65,0
370,5,1198.8,0
115,3,162.53,0
79,16,3547.32,1
3,7,1280.0,0
25,3,364.36,0
4,16,4426.775,1
52,3,423.06,0
0,9,2993.69,1
54,6,2052.96,0
381,3,535.1,0
25,2,548.01,0
498,1,202.1,0
8,9,4426.775,1
488,3,427.11,0
51,8,4426.775,1
611,1,33.0,0
12,9,1857.29,0
211,5,738.6800000000001,0
609,1,97.36,0
21,16,4426.775,1
382,5,1179.89,0
235,5,917.66,0
138,7,646.97,0
3,6,768.08,0
56,10,3338.19,1
134,3,1225.6200000000001,0
108,5,755.83,0
29,1,20.8,0
0,16,4426.775,1
184,6,1062.72,0
17,1,270.04,0
238,2,406.84000000000003,0
434,1,764.25,0
86,1,117.35000000000001,0
38,8,2006.63,0
115,3,762.51,0
409,1,248.59,0
186,1,110.55000000000001,0
732,2,207.85,0
226,1,170.41,0
7,7,879.3399999999999,0
188,1,312.93,0
3,2,430.73,0
38,3,607.85,0
625,1,71.4,0
37,1,198.71,0
382,2,748.8000000000001,0
385,1,127.0,0
522,2,365.5,0
422,3,831.26,0
266,1,148.62,0
394,4,466.1,0
77,3,639.48,0
3,9,2592.7,1
254,3,1262.05,0
60,1,384.06,0
12,11,3368.89,1
87,9,4426.775,1
16,16,4426.775,1
29,11,2868.14,1
2,11,2365.1,1
4,2,336.07,0
6,6,462.9,0
218,2,92.88,0
420,1,1036.53,0
10,13,4426.775,1
463,2,1544.4,0
29,9,2087.3900000000003,0
287,3,485.55,0
149,5,319.05,0
22,2,353.25,0
395,2,365.35,0
0,16,4426.775,1
85,7,2232.66,1
401,4,824.91,0
45,4,1805.48,0
470,2,435.43,0
4,8,1604.32,0
50,7,1044.8400000000001,0
428,1,81.36,0
550,1,159.63,0
17,1,189.51000000000002,0
29,3,495.51,0
724,1,382.06,0
7,3,555.38,0
28,3,1822.01,0
576,1,495.21999999999997,0
2,16,4426.775,1
40,6,2244.05,1
10,11,3893.62,1
541,2,927.77,0
441,6,965.36,0
30,2,245.3,0
416,3,786.58,0
44,3,95.85,0
60,5,1133.1399999999999,0
184,3,122.42999999999999,0
78,9,1120.72,0
580,3,1542.66,0
110,7,672.43,0
63,1,138.78,0
11,6,1525.46,0
547,8,2839.14,1
85,4,1055.3,0
15,5,1236.72,0
245,4,571.84,0
382,1,152.05,0
87,1,1257.32,0
29,2,708.86,0
603,1,1769.6200000000001,0
137,2,390.8,0
26,6,1640.46,0
2,5,1026.31,0
31,8,2324.89,1
24,12,4426.775,1
112,5,645.96,0
156,5,1626.56,0
84,6,2202.73,1
117,7,1988.15,0
2,16,4426.775,1
95,11,3965.4900000000002,1
193,4,705.85,0
27,1,402.15,0
130,1,463.08000000000004,0
27,5,1208.23,0
445,1,234.4,0
737,1,127.7,0
595,1,283.34,0
81,3,1125.59,0
29,9,4426.775,1
265,1,96.57000000000001,0
73,11,3864.66,1
313,6,1196.81,0
20,13,3575.25,1
58,3,805.2,0
637,2,165.3,0
725,1,228.34,0
724,3,341.28999999999996,0
11,16,4426.775,1
27,14,4426.775,1
113,2,439.97,0
27,13,3633.77,1
624,1,277.15,0
17,4,1383.35,0
562,1,124.3,0
17,10,2158.83,0
35,6,1099.35,0
577,1,202.5,0
35,2,333.83,0
77,1,118.80000000000001,0
21,7,821.79,0
24,6,886.44,0
32,6,4267.28,1
108,9,3625.69,1
34,3,4426.775,1
122,16,4426.775,1
6,6,1584.5,0
737,1,221.53,0
27,4,1899.1100000000001,0
385,1,128.45,0
3,13,2773.84,1
2,16,4426.775,1
49,11,4426.775,1
592,1,231.18,0
321,2,399.5,0
22,7,2316.5,1
14,11,3551.68,1
1,9,1253.45,0
381,3,530.62,0
532,1,558.97,0
17,2,965.89,0
9,7,2132.9900000000002,0
261,1,15.0,0
721,1,418.21000000000004,0
423,1,454.78,0
158,2,646.18,0
388,1,465.33000000000004,0
32,10,4426.775,1
663,1,174.95,0
28,8,1271.15,0
164,3,424.3,0
46,2,445.1,0
502,1,205.17,0
573,6,2194.2400000000002,0
5,8,727.17,0
7,7,2552.7400000000002,1
647,1,367.90999999999997,0
287,1,110.85,0
317,1,157.02,0
2,2,570.82,0
232,1,282.96,0
402,1,300.04,0
118,4,570.5,0
161,3,887.37,0
184,1,297.09000000000003,0
49,1,224.45000000000002,0
151,9,1995.2,0
428,5,1104.78,0
334,1,154.09,0
519,1,29.85,0
4,5,2320.4700000000003,1
451,2,1108.1,0
15,12,2620.62,1
106,3,605.25,0
15,10,1570.0,0
661,1,207.32,0
415,6,1132.28,0
275,7,4164.25,1
15,16,4426.775,1
246,1,261.77,0
417,4,730.69,0
238,4,976.5,0
416,2,827.5600000000001,0
0,2,864.9300000000001,0
512,4,2863.1800000000003,1
105,13,4426.775,1
22,9,2762.46,1
51,1,124.88,0
450,1,135.0,0
376,6,1308.3,0
734,1,231.90000000000003,0
194,4,1000.22,0
23,1,213.78,0
74,1,312.87,0
17,7,705.79,0
491,1,589.98,0
7,16,3923.43,1
31,5,1904.4,0
21,5,1982.63,0
30,16,4426.775,1
443,1,841.21,0
28,10,1653.26,0
21,4,690.12,0
32,7,2433.7,1
283,6,1726.97,0
38,2,206.34,0
379,3,840.96,0
498,1,389.42,0
57,3,1133.9,0
373,2,178.68,0
288,2,356.69,0
78,3,774.3,0
4,8,3610.75,1
217,1,59.9,0
43,4,1232.92,0
201,3,833.37,0
504,1,109.15,0
730,1,370.51,0
177,6,1504.81,0
55,11,2088.34,0
56,3,192.57,0
422,2,321.3,0
7,6,2897.94,1
568,2,197.96,0
591,3,229.46,0
46,2,38.879999999999995,0
226,2,356.72,0
10,13,4217.45,1
105,5,942.46,0
58,7,1062.29,0
27,15,4426.775,1
535,1,72.58,0
35,9,1717.66,0
273,3,695.56,0
654,1,496.77,0
427,1,342.2,0
29,1,928.8100000000001,0
23,3,1085.43,0
581,1,119.47,0
386,4,196.15,0
53,4,1134.11,0
420,1,160.65,0
35,10,2984.27,1
174,9,4426.775,1
53,3,412.46999999999997,0
52,1,204.24,0
651,1,288.91,0
395,1,115.35,0
648,3,306.05,0
392,1,251.48,0
26,13,3920.88,1
252,3,633.85,0
39,13,4426.775,1
59,6,917.57,0
463,1,163.65,0
553,1,64.05,0
233,2,199.25,0
3,16,3999.79,1
31,2,258.38,0
23,16,4376.03,1
6,5,890.81,0
64,6,1540.04,0
309,3,710.03,0
500,1,60.31,0
581,1,131.15,0
308,3,602.67,0
18,12,1490.27,0
15,13,3141.28,1
95,2,316.31,0
263,16,4426.775,1
11,16,4426.775,1
2,2,421.52,0
34,3,531.91,0
182,1,136.54000000000002,0
24,8,1780.98,0
12,12,1580.1200000000001,0
10,4,992.78,0
2,16,4426.775,1
312,4,876.2,0
595,1,122.95,0
384,12,2569.04,1
107,5,2628.6,1
0,16,4426.775,1
52,5,1575.8,0
204,2,350.03,0
546,2,36.47,0
14,1,253.09,0
119,2,528.3100000000001,0
428,1,68.03,0
3,2,352.67,0
362,3,800.48,0
116,2,344.26,0
17,1,158.01,0
4,3,459.18,0
40,4,765.36,0
106,5,364.38,0
435,2,138.26,0
396,2,417.3,0
147,6,1823.07,0
410,1,88.5,0
509,1,225.54,0
51,11,1554.31,0
207,1,63.440000000000005,0
423,1,263.19,0
138,2,555.1,0
1,5,496.03000000000003,0
126,2,281.02,0
107,11,935.33,0
385,1,517.0600000000001,0
468,2,468.67,0
735,1,202.04,0
41,4,2046.81,0
423,1,141.12,0
34,2,564.98,0
382,1,96.37,0
401,1,447.79,0
227,2,1048.05,0
240,2,238.79,0
57,1,139.28,0
437,1,118.85999999999999,0
373,6,447.45,0
129,5,1364.54,0
378,1,156.05,0
59,8,2503.31,1
627,2,372.74,0
21,3,338.37,0
25,16,3642.67,1
8,11,2196.1,1
31,9,1980.85,0
3,8,1292.44,0
307,1,202.5,0
471,2,208.0,0
7,16,3314.61,1
668,2,382.77,0
28,3,520.03,0
729,1,277.17,0
16,1,125.43,0
100,5,839.32,0
11,6,974.07,0
390,2,334.29,0
20,2,321.73,0
14,5,1111.98,0
360,1,237.24,0
533,1,91.75,0
648,1,638.0600000000001,0
10,16,2745.66,1
394,11,1857.93,0
392,2,167.67,0
94,3,309.94,0
386,2,137.7,0
77,6,2796.71,1
138,3,252.89,0
30,1,1309.8600000000001,0
24,16,4426.775,1
1,16,4426.775,1
419,1,124.45,0
45,3,763.29,0
724,1,161.38,0
668,1,29.1,0
99,6,2799.68,1
7,6,1567.2,0
375,5,898.88,0
14,12,1565.59,0
17,12,1785.06,0
279,3,543.85,0
407,2,304.71,0
409,2,141.92000000000002,0
672,1,63.45,0
13,5,995.97,0
22,4,356.4,0
123,1,120.0,0
527,5,748.35,0
85,1,490.47,0
301,3,552.84,0
383,2,478.3,0
471,1,45.629999999999995,0
150,4,1944.77,0
16,16,4426.775,1
93,3,343.04,0
29,16,4426.775,1
156,5,1807.64,0
379,4,1022.37,0
354,6,1167.64,0
45,2,452.86,0
14,10,1384.33,0
3,16,4426.775,1
85,1,28.62,0
14,9,2340.25,1
178,5,620.5,0
7,7,1779.701,0
35,12,1950.98,0
695,1,36.25,0
128,4,583.1999999999999,0
50,4,1376.31,0
385,1,236.32,0
311,5,829.8299999999999,0
23,2,372.29,0
302,5,837.75,0
10,2,249.42000000000002,0
16,6,1173.68,0
48,5,860.7900000000001,0
238,7,971.84,0
394,3,856.71,0
0,16,4426.775,1
12,15,4426.775,1
431,2,979.74,0
237,1,164.79,0
22,14,1997.69,0
455,1,22.95,0
72,4,435.9,0
16,6,623.55,0
40,16,4120.31,1
39,7,1166.15,0
218,3,693.21,0
198,4,648.95,0
70,4,440.64,0
23,16,4426.775,1
373,1,7.5,0
10,1,385.9,0
433,3,618.75,0
8,16,4426.775,1
64,8,712.62,0
3,2,283.04,0
18,3,454.0,0
14,1,258.66,0
7,7,1024.63,0
19,2,733.73,0
77,11,821.22,0
0,16,4426.775,1
420,1,149.3,0
163,2,85.86,0
306,3,560.2,0
410,2,325.41,0
218,1,65.34,0
507,1,86.25,0
38,14,3725.91,1
21,3,1179.42,0
114,3,588.78,0
125,8,4426.775,1
540,1,112.95,0
4,16,3251.03,1
35,2,369.62,0
3,16,4426.775,1
0,3,979.26,0
332,13,3973.87,1
411,1,524.4,0
162,3,198.21,0
184,10,4426.775,1
15,5,1115.16,0
11,5,1406.38,0
2,16,3769.49,1
404,2,369.39,0
43,6,238.44,0
79,1,243.44,0
29,16,4426.775,1
548,1,163.73000000000002,0
41,3,643.72,0
10,16,4426.775,1
49,6,1022.83,0
385,3,1045.69,0
15,11,3326.2200000000003,1
45,3,918.49,0
18,2,738.62,0
7,13,4426.775,1
71,1,100.8,0
0,16,4426.775,1
127,5,1320.04,0
32,4,724.98,0
312,1,395.34999999999997,0
17,9,1696.24,0
87,2,542.71,0
1,7,2252.0,1
410,1,276.75,0
1,5,531.36,0
529,1,355.27,0
253,5,1318.93,0
655,1,239.37,0
156,4,188.94,0
731,1,292.09000000000003,0
36,15,4426.775,1
219,1,28.62,0
147,3,2204.36,1
176,2,120.9,0
39,2,541.53,0
496,16,4426.775,1
1,13,4426.775,1
7,16,4426.775,1
0,7,1699.16,0
17,2,479.96999999999997,0
191,10,1493.64,0
203,1,126.8,0
364,2,1180.35,0
126,14,3425.34,1
14,2,527.48,0
42,2,619.67,0
93,16,2153.02,0
22,3,727.88,0
59,2,664.94,0
15,7,2484.61,1
157,3,902.78,0
425,7,2458.0,1
9,2,681.88,0
394,1,87.9,0
9,3,194.8,0
15,16,4426.775,1
44,11,2596.4,1
474,1,321.65000000000003,0
190,4,929.2,0
408,2,587.2,0
599,1,750.45,0
78,1,194.37,0
395,2,417.31,0
612,2,917.5,0
407,2,1219.1000000000001,0
632,1,389.26000000000005,0
77,2,902.03,0
3,4,1190.78,0
486,2,736.14,0
64,4,563.08,0
575,2,165.47,0
260,1,391.97,0
727,1,148.10000000000002,0
640,1,336.5,0
58,2,372.86,0
0,9,2355.68,1
0,16,4426.775,1
247,3,1067.77,0
384,1,100.91000000000001,0
501,1,49.8,0
7,3,766.22,0
358,4,1301.5900000000001,0
389,2,265.5,0
75,1,246.0,0
289,2,1201.13,0
16,3,127.5,0
220,2,281.85,0
8,4,665.37,0
2,2,546.74,0
205,16,4426.775,1
161,5,2317.9,1
75,1,302.2,0
261,2,597.23,0
280,8,4024.41,1
57,8,4426.775,1
24,2,493.35,0
2,16,4426.775,1
28,16,3773.87,1
71,3,959.28,0
127,2,540.83,0
30,9,1290.03,0
14,6,894.8100000000001,0
308,1,143.44,0
425,2,312.6,0
16,15,4386.77,1
53,1,509.12,0
29,5,1233.02,0
1,5,916.7,0
10,4,336.42,0
360,3,521.78,0
359,3,1030.95,0
4,12,3195.59,1
53,4,869.9200000000001,0
0,8,3250.87,1
609,2,1175.95,0
0,12,2962.32,1
189,3,1210.01,0
385,1,65.34,0
434,1,34.8,0
53,5,1628.93,0
279,1,164.4,0
176,3,278.38,0
29,2,856.42,0
25,1,95.9,0
617,4,1146.32,0
24,6,1586.6000000000001,0
509,1,114.66,0
269,3,335.0,0
549,1,119.05,0
389,3,912.44,0
42,6,1230.77,0
375,2,587.25,0
233,4,720.01,0
23,2,103.83000000000001,0
196,9,2307.73,1
358,1,305.84,0
59,12,2945.68,1
129,4,464.4,0
0,5,1588.53,0
19,5,1056.29,0
205,2,251.97000000000003,0
